,title,location,salary,Experience,date
2081,Data analyst,"Redmond, WA",51000,9,3/22/19
3323,Software Development Engineer,"Sunnyvale, CA",153500,4,4/17/20
1246,Cloud Software Engineer,"Fort Worth, TX",61000,10,6/29/20
158,Software Engineer II (Full Stack Developer – Frontend focus),"Washington, DC 20515 (Southwest Federal Center area)•Remote",101515,3,12/30/18
101,Python/Go Developer,"Arlington, VA•Temporarily Remote",117520,10,10/5/20
75,Applications Developer,"Washington, DC 20505 (Foggy Bottom area)",99467.5,4,8/7/17
2997,Data Analyst,"Tustin, CA",90500,7,7/15/17
416,Cloud Software Engineer,"Annapolis Junction, MD",175000,6,4/21/19
257,Full Stack Senior Software Developer,"Suitland, MD 20746•Temporarily Remote",135000,5,3/12/19
253,Full Stack .Net Developer,"Alexandria, VA 22311 (Alexandria West area)•Temporarily Remote",171600,10,4/5/19
250,Full Stack .Net Developer,"Alexandria, VA 22311 (Alexandria West area)+1 location•Temporarily Remote",171600,3,3/7/18
216,Senior Java Developer,"Washington, DC 20001 (Shaw area)",150000,6,2/24/17
61,Full Stack .Net Developer,"Fairfax, VA 22030•Remote",110000,3,12/10/18
1400,Data Analyst,"Santa Clara, CA",54500,3,11/6/19
3198,Data Analyst,"Santa Clara, CA",54500,8,12/10/17
194,Mid-Level Python Developer,"Bethesda, MD",120000,7,3/26/18
198,Senior Python Developer,"Bethesda, MD•Temporarily Remote",125000,6,2/17/18
211,Mid-Level Python Developer,"Bethesda, MD+1 location",120000,9,8/28/19
223,Senior Python Developer,"Bethesda, MD•Temporarily Remote",125000,9,12/10/20
898,"Policy Analyst, CG-0301-14","Washington, DC",175577.5,10,11/8/18
2746,Data Analyst - Grants (Remote),United States,59500,8,9/28/18
2300,Data Analyst - Denodo Data Virtualization,"Brentwood, TN",74500,4,3/10/18
3316,"Software Developer Engineer, IT - Enterprise Data","Phoenix, AZ",111000,6,10/2/18
13,Staff Software Engineer - Job Search Experience,"Washington, DC 20006 (Downtown area)•Remote",162000,3,10/20/18
183,Principal Cloud Architect - Direct Hire,"Herndon, VA 20171",207500,5,6/29/17
23,Software Developer - Java,"Washington, DC 20375 (Anacostia Naval Station - Boiling Air Force Base area)•Temporarily Remote",95262,8,12/1/20
40,Software Engineer,"Lanham, MD 20706•Temporarily Remote",107500,7,7/10/19
3328,Software Developer / Analyst,"Houston, TX",117000,10,2/15/20
3310,Software Developer / Analyst,"Houston, TX",117000,11,4/21/20
225,Computer Scientist - Development Programs,"Fort Meade, MD",98945.5,9,10/9/20
1619,Data Analyst,"New York, NY",59500,8,7/5/19
2756,Data Analyst,"Princeton, NJ",61500,9,6/13/20
378,Senior Data Engineer,"Washington, DC+4 locations",150000,10,8/23/20
387,Senior Data Engineer,"Washington, DC+4 locations",150000,4,8/1/19
137,Sr. FrontEnd Developer,"Washington, DC•Temporarily Remote",113000,8,4/8/19
138,Sr. FrontEnd Developer,"Washington, DC•Temporarily Remote",113000,3,3/26/20
256,Senior Software Engineer (Remote),"Washington, DC•Remote",61000,10,12/25/18
178,Senior Full-stack PHP Developers,"Washington, DC 20008 (Woodley Park area)•Temporarily Remote",135000,6,7/16/20
2133,Data Analyst,"Washington, DC",77000,11,1/12/17
2894,Senior Data Analyst,"Silver Spring, MD",64500,3,5/7/20
2802,Data Analyst,"Los Angeles, CA",54000,6,9/11/17
1437,Data Analyst,"Los Angeles, CA",71500,4,2/27/17
3231,Data Analyst,"Los Angeles, CA",71500,3,11/11/19
161,Digital Project Coordinator,"Washington, DC 20024 (Southwest Federal Center area)",54250,9,7/3/19
2461,Data Analyst - Data architect,"Atlanta, GA",88500,9,10/25/18
3321,"Software Development Engineer, Amazon Fashion","San Diego, CA",116500,6,12/18/20
2441,Data Analyst,"Alpharetta, GA",55500,11,12/16/20
3327,"Software Development Engineering, Analyst","Chicago, IL",57500,8,2/22/17
3309,"Software Development Engineering, Analyst","Chicago, IL",57500,8,10/23/18
3311,Software Development Senior Analyst,"Charlotte, NC",48000,6,1/27/17
171,Software Development Engineer in Test,"Washington, DC•Remote",80000,9,7/16/19
83,Web Developer/Designer IV,"Silver Spring, MD 20901",125000,9,6/15/18
51,Web Developer/Designer IV,"Silver Spring, MD 20901",125000,10,9/23/20
643,Systems Development Engineer,"Herndon, VA",106300,6,12/18/20
8,Software Development Engineer in Test,"Washington, DC•Remote",80000,3,1/31/17
683,DevOps Engineer,"Herndon, VA+2 locations",106300,3,3/4/17
48,Web Developer/Designer IV,"Silver Spring, MD 20901",125000,3,4/13/17
652,Cloud Security Engineer,"Washington, DC 20001 (Shaw area)•Temporarily Remote",150000,3,11/25/17
690,DevOps Engineer,"Herndon, VA",106300,5,2/1/19
167,Software Development Engineer in Test,"Washington, DC•Remote",80000,6,1/25/19
3318,Software Development Engineer,"Philadelphia, PA",100500,9,10/9/18
1199,Project Management/Business Analyst,"Austin, TX",64000,9,7/29/20
3317,Software Development Engineer,"Tempe, AZ",99500,8,3/18/17
130,Senior Software Engineering - Fullstack (Remote),"Washington, DC 20006 (Downtown area)+4 locations•Remote",134000,5,6/21/18
6,ServiceNow Developer,"Herndon, VA 20170•Remote",69300,5,4/19/19
3320,"Software Development Engineer, AmazonFresh and Prime Now","San Diego, CA",145500,3,3/24/19
1638,Data Analyst,"Lake Success, NY",59500,6,1/29/19
2336,Data Analyst,"Beaverton, OR",112000,3,12/22/20
3225,Data Analyst - Intex Developer,"New York, NY",124000,4,12/5/17
1431,Data Analyst - Intex Developer,"New York, NY",124000,5,1/14/18
1251,Cloud Engineer,"Westlake, TX",102000,3,1/22/18
625,Junior Test Automation Engineer,"Bowie, MD+1 location",72500,11,5/31/19
25,Software Engineer,"Washington, DC",118000,5,5/18/18
62,Software Engineer,"Washington, DC",118000,8,2/2/20
28,Software Engineer,"Washington, DC",118000,5,2/19/18
115,Software Engineer,"Washington, DC",118000,5,2/23/20
106,Software Engineer,"Washington, DC",118000,3,10/7/19
71,Software Engineer,"Washington, DC",118000,7,6/18/17
69,Software Engineer,"Washington, DC",118000,3,5/15/20
76,Software Engineer,"Washington, DC",118000,7,5/1/20
2,Software Engineer,"Washington, DC",118000,5,9/23/19
57,Software Engineer,"Washington, DC",118000,7,6/9/19
128,Software Engineer,"Washington, DC",118000,10,6/22/17
154,Software Engineer,"Washington, DC",118000,6,11/3/18
120,Software Engineer,"Washington, DC",118000,3,11/24/17
34,Software Engineer,"Washington, DC",118000,10,11/24/19
39,Software Engineer,"Washington, DC",118000,7,12/27/19
42,Software Engineer,"Washington, DC",118000,8,1/17/17
117,Software Engineer,"Washington, DC",118000,9,12/6/17
20,Software Engineer,"Washington, DC",118000,9,10/22/18
260,Front End Web Developer,"Herndon, VA 20171",115000,9,11/5/19
109,BigData ETL Developer,"Columbia, MD",86345.5,9,11/2/19
134,Software Automation Engineer I,"Gaithersburg, MD 20877",125730.5,4,10/12/18
107,BigData ETL Developer,"Columbia, MD",86345.5,8,6/30/20
98,BigData ETL Developer,"Columbia, MD",86345.5,7,8/18/19
100,Software Automation Engineer I,"Gaithersburg, MD 20877",125730.5,4,2/2/17
667,Senior Software Engineer,"Washington, DC",142500,9,7/23/19
357,Special Inspections Senior Engineer,"Woodbridge, VA",98379.5,11,10/15/17
347,Special Inspections Senior Engineer,"Woodbridge, VA",98379.5,8,8/31/17
2030,Data Analyst,"Phoenix, AZ",55000,3,6/21/20
2335,Data Analyst,"Portland, OR",112000,4,4/29/19
126,Sr. PL/SQL Developer,"Herndon, VA 20170•Temporarily Remote",135000,6,8/31/20
176,Digital Marketing & Training Assistant,"Odenton, MD•Remote",49920,7,9/27/19
35,Front End Web Developer,"Washington, DC 20036 (Dupont Circle area)",85000,9,4/24/18
822,Information Technology Specialist (Sr. Systems Administrator...,"Washington, DC",140908,3,2/9/18
820,IT Specialist (APPSW/CUSTSPT),"Washington, DC",119244,6,9/20/17
125,Machine Room Coordinator - Entry to Mid Level (Multiple Loca...,"Fort Meade, MD",46027.5,6,1/17/18
650,"SDET Lead, Automation Engineering","Silver Spring, MD",124800,4,11/17/19
684,Software Developer In Test (SDET),"Reston, VA 20191 (Hattontown area)",124800,10,7/5/20
1325,Data Analyst,"Tempe, AZ",40500,3,1/15/19
3135,Data Analyst,"Tempe, AZ",40500,9,11/9/20
159,ServiceNow Developer/Admin,"Washington, DC",100000,8,4/29/18
146,ServiceNow Developer/Admin,"Washington, DC",100000,5,8/3/17
3325,Software Development Engineer,"Austin, TX",96500,11,9/30/20
699,FullStack Lead,"Alexandria, VA•Temporarily Remote",114400,4,12/11/19
753,FullStack Lead,"Alexandria, VA•Temporarily Remote",114400,11,10/21/17
770,FullStack Lead,"Alexandria, VA•Temporarily Remote",114400,5,2/29/20
1833,Data Analyst,"Plano, TX",63500,4,1/16/18
395,Principal Cloud Architect Herndon VA,"Herndon, VA 20171",192500,11,4/10/20
2169,Data Analyst,"Washington, DC",93000,11,7/10/20
2181,Data Analyst,"Washington, DC",68500,4,1/2/18
2656,Senior Data Analyst,"Pittsburgh, PA",119500,11,5/12/18
1618,Data Analyst,"New York, NY",59500,3,11/1/18
1449,Senior Analyst,"Los Angeles, CA",92500,10,3/8/18
3243,Senior Analyst,"Los Angeles, CA",92500,8,3/9/18
2038,Data Analyst,"Santa Clara, CA",98000,3,4/27/18
2648,Data Analyst,"Pittsburgh, PA",49000,5,2/13/18
2233,Data Analyst,"Reston, VA",50500,11,6/26/17
2912,Data Analyst,"Annapolis Junction, MD",73500,11,4/18/19
202,"Senior Software Developer with Cloud/Architecture (Java, C++...","Bethesda, MD•Temporarily Remote",125000,7,8/24/17
210,"Senior Software Developer with Cloud/Architecture (Java, C++...","Bethesda, MD•Temporarily Remote",125000,9,1/31/17
186,"Senior Software Developer with Cloud/Architecture (Java, C++...","Bethesda, MD•Temporarily Remote",125000,8,2/12/20
213,"Senior Software Developer with Cloud/Architecture (Java, C++...","Bethesda, MD•Temporarily Remote",125000,6,9/14/18
193,"Senior Software Developer with Cloud/Architecture (Java, C++...","Bethesda, MD•Temporarily Remote",125000,9,8/5/17
2751,Data Analyst - All Locations Non-California - Campus Recruiting,United States,61000,6,3/25/19
2750,Data Analyst - California Only - Campus Recruiting,United States,61000,7,9/9/19
662,IT SPECIALIST (INFOSEC),"Alexandria, VA",119244,3,11/29/18
673,IT SPECIALIST (INFOSEC),"Alexandria, VA",119244,5,7/15/18
1215,"Senior Security Data Analyst Job, Pittsburgh, $130,000 basic salary","Pittsburgh, PA",119500,8,12/29/18
320,Senior Electrical Engineer,"Washington, DC",85000,5,7/10/17
1799,Senior Data Analyst,"Philadelphia, PA",40500,11,6/16/19
2164,Data Analyst,"Washington, DC",93000,8,4/6/19
409,DevOps Engineer,"Gaithersburg, MD",102500,4,6/25/20
2187,Data Analyst - Evening,"Washington, DC",68500,8,4/12/18
2918,Data Analyst - Evening,"Arlington, VA",68500,4,10/10/18
1238,Cloud Software Engineer,"San Diego, CA",145500,10,10/4/18
1321,Data Analyst,"Phoenix, AZ",53000,7,2/10/19
3132,Data Analyst,"Phoenix, AZ",53000,6,11/12/20
175,"Senior Software Engineer (C#/.NET) - REMOTE, SaaS Company!","Washington, DC 20005 (Logan Circle area)•Remote",160000,7,2/29/20
374,Cloud Software Engineer Level 3,"Fort Meade, MD",205000,5,10/7/19
1644,Data Analyst - Intex Developer,"New York, NY",87000,4,3/20/17
2387,Data Analyst (CyberSpace),"Fort Meade, MD",122000,9,5/13/20
2396,Data Analyst (Cyber Space) with Security Clearance,"Fort Meade, MD",79500,7,11/20/18
2936,Data Analyst (CyberSpace),"Fort Meade, MD",59500,7,9/19/20
632,Test Engineer II,"Annapolis Junction, MD",141750,7,3/30/18
634,Test Engineer II,"Annapolis Junction, MD",141750,5,3/15/19
3326,Software Development Engineer I,"Arlington, TX",92500,8,1/2/20
224,100% REMOTE Lead UX Web Designer (Adobe XD Figma SiteCore),"Washington, DC•Remote",150800,11,10/1/18
221,100% REMOTE Lead UX Web Designer (Adobe XD Figma SiteCore),"Washington, DC•Remote",150800,6,12/9/17
108,UI UX Developer,"Annapolis Junction, MD",155000,5,3/27/17
104,UI UX Developer,"Annapolis Junction, MD",155000,3,11/6/17
97,UI UX Developer,"Annapolis Junction, MD",155000,7,3/7/20
145,Software Engineer (SIEM Experience) – Elastic Engineer (Secr...,"Washington, DC•Temporarily Remote",152500,8,1/22/18
7,ColdFusion Developer,"Herndon, VA 20170•Remote",115500,6,11/30/20
170,ColdFusion Developer,"Herndon, VA 20170•Remote",115500,5,7/15/19
2355,Data Analyst - Media,"Louisville, KY",54000,11,7/11/19
2899,Data Analyst,"Washington, DC",61500,4,9/10/20
894,Policy Analyst,"Washington, DC",86750.5,4,8/31/18
2244,Data Analyst - Senior Consultant,"Washington, DC",63500,8,9/1/18
760,Software Engineer (Cybersecurity),"Alexandria, VA 22302 (Fairlington-Bradlee area)•Remote",130000,7,7/7/19
755,Software Engineer (Cybersecurity),"Alexandria, VA 22302 (Fairlington-Bradlee area)•Remote",130000,6,3/1/17
744,Software Engineer (Cybersecurity),"Alexandria, VA 22302 (Fairlington-Bradlee area)•Remote",130000,7,10/1/19
736,Software Engineer (Cybersecurity),"Alexandria, VA 22302 (Fairlington-Bradlee area)•Remote",130000,9,8/17/17
172,Sr. Software Developer,"Washington, DC",125000,10,2/24/19
346,Senior DevOPs Engineer - AWS - Terraform,"Washington, DC",147500,10,12/1/18
706,Software Engineer (Cybersecurity),"Alexandria, VA 22302 (Fairlington-Bradlee area)•Remote",130000,11,7/29/17
148,Software Engineer (Java Developer),"Arlington, VA+2 locations",145600,9,3/7/18
121,Java Developer (Senior),"Arlington, VA+2 locations",145600,11,7/13/17
356,Senior DevOPs Engineer - AWS - Terraform,"Washington, DC",147500,10,8/31/19
1533,Senior Analyst - Automation / RPA Designer,"Jacksonville, FL",89500,7,3/4/19
1970,Data Analyst,"Oakland, CA",92500,9,7/28/20
2558,Data Analyst,"Eden Prairie, MN",93000,3,2/9/20
2385,Data Analyst,"Hunt Valley, MD",64500,4,6/27/19
1234,Cloud Devops Engineer,"Scottsdale, AZ",152500,4,8/27/18
2576,"*Data Analyst, VP","Tampa, FL",87500,5,2/26/17
1787,Data Analyst,"Philadelphia, PA",59500,6,6/25/20
851,Information Technology Specialist (Datamgt) (Open to both U....,"Washington, DC",119244,5,3/28/19
818,"Cyber Security Education, Training and Awareness Specialist","Washington, DC 20003 (Navy Yard area)",145000,3,4/18/17
922,Financial Analyst,"Washington, DC",140908,7,12/22/17
1030,Information Technology Specialist (Datamgt) (Open to both U....,"Washington, DC",119244,5,11/8/17
2155,Data Analyst,"Annapolis Junction, MD",118000,6,9/29/20
1231,Cloud Software Engineer,"Houston, TX",83500,9,11/29/20
1690,Data Analyst (Navy) - Mid and Junior Level,"Portsmouth, VA",80500,10,3/25/20
442,Project Manager I,"Arlington, VA 22201 (Ballston-Virginia Square area)•Temporarily Remote",80000,11,3/11/19
2352,Data Analyst,"Louisville, KY",54000,7,9/12/19
1020,SYSTEMS ANALYST III - 21-146-70-DV,"Largo, MD 20774",80760.5,7,5/3/19
841,SYSTEMS ANALYST III - 21-146-70-DV,"Largo, MD 20774+1 location",80760.5,11,8/9/19
1383,Data Analyst,"Irving, TX",58000,5,6/27/17
3183,Data Analyst,"Irving, TX",58000,5,6/17/19
2312,Data Analyst,"Bloomfield Hills, MI",63500,7,11/17/20
1562,Data Analyst,"Huntersville, NC",54000,4,10/26/19
1349,Data Analyst,"San Antonio, TX",59500,7,10/14/18
2834,Data Analyst,"San Antonio, TX",40000,3,5/8/20
3155,Data Analyst,"San Antonio, TX",59500,5,11/8/17
2034,Data Analyst,"San Antonio, TX",40000,7,6/4/17
3319,Software Development Engineer,"San Diego, CA",69000,4,6/23/20
919,PROGRAM ANALYST,"Washington, DC",140908,9,11/14/19
67,MS SQL Developer,"Herndon, VA•Remote",76215.5,8,2/18/18
297,Full Stack Developer,"Reston, VA 20191",107500,3,2/25/19
351,Senior GNSS Research Engineer - DoD / Robotics / Autonomous,"Gaithersburg, MD 20878",135000,6,2/22/20
229,Web Developer,"Washington, DC•Remote",83200,10,2/7/18
237,Frontend and Backend Developer,"Rockville, MD•Temporarily Remote",135000,7,10/21/19
160,Senior Web Developer,"Fort Meade, MD",165500,11,5/3/19
243,Android Developer (React Native),"McLean, VA•Temporarily Remote",130000,3,8/6/17
163,Technical Lead,"Washington, DC",156000,9,11/14/20
236,Frontend and Backend Developer,"Rockville, MD•Temporarily Remote",135000,11,9/14/18
2104,Data Analyst,"Denver, CO",62000,6,5/30/18
2199,Data Analyst,"Washington, DC",62500,8,7/10/20
1687,Senior Data Analyst,"Portsmouth, VA",56000,9,6/1/20
214,Lead DevOps Cloud Engineer - 100% remote (JO-2106-121916),"Washington, DC 20001 (Shaw area)•Remote",150000,4,5/7/18
195,Lead DevOps Cloud Engineer - 100% remote (JO-2106-121916),"Washington, DC 20001 (Shaw area)•Remote",150000,10,12/24/18
660,Software Automation Engineer I,"Gaithersburg, MD 20877",125730.5,4,2/19/20
647,Software Automation Engineer I,"Gaithersburg, MD 20877",125730.5,3,3/22/20
2811,"Data Analyst - Health, Senior","Woodland Hills, CA",80000,3,9/1/19
2784,Data Analyst,"New York, NY",98500,11,12/7/17
2330,Data Analyst,"Beaverton, OR",112000,5,8/5/19
1392,Data Analyst,"San Jose, CA",98000,11,6/19/18
3192,Data Analyst,"San Jose, CA",98000,6,10/23/17
1500,Data Analyst,"San Diego, CA",68000,9,9/12/19
2844,Data Analyst,"Santa Clara, CA",150000,6,2/21/20
1904,Data Analyst,"Charlotte, NC",68000,10,8/23/17
2356,Data Analyst,"Louisville, KY",54000,6,8/6/20
2237,"Data Analyst - Senior Consultant - Norfolk, VA","Washington, DC",69000,6,12/12/18
3312,Software Development Engineer,"New York, NY",66000,8,5/15/19
1956,Data Analyst,"South San Francisco, CA",126000,11,4/27/20
238,Web Developer,"Lanham, MD",85000,3,3/1/18
245,Web Developer,"Lanham, MD",85000,4,10/31/18
3266,Data Analyst (MPI),"Chicago, IL",57500,6,7/4/20
1472,Data Analyst (MPI),"Chicago, IL",57500,6,5/22/20
664,Embedded Software Engineer,"Rockville, MD 20850•Temporarily Remote",104000,6,6/18/18
665,Embedded Software Engineer,"Rockville, MD 20850•Temporarily Remote",104000,8,5/30/20
2940,Data Analyst,"Boston, MA",73500,8,3/13/19
1027,Human Resources Specialist,"Rockville, MD•Temporarily Remote",110998,3,8/21/17
864,IT Specialist (Drupal),"Washington, DC 20001 (Downtown area)",100352.5,8,8/22/19
833,Foreign Service Office Management Specialist,"Washington, DC 20520 (Foggy Bottom area)",66395,3,12/3/20
840,International Trade Specialist,"Washington, DC",119244,10,4/3/20
855,Human Resources Specialist,"Rockville, MD•Temporarily Remote",110998,4,8/15/19
