,title,company,salary,summary,location,Experience
10443,Advanced Mission Planning and Astrodynamics Specialist,The Aerospace Corporation,,"Demonstrated skills in the development and use of computer software tools and coding languages.
Current and active Top-Secret Clearance (TS) with SCI access;…","Chantilly, VA",6
10444,Sr. Project Leader - Space Mission Protection Specialist,The Aerospace Corporation,,"U.S citizenship is required to obtain a security clearance.
Bachelor’s in engineering, computer science, or other relevant technical field.","Chantilly, VA",3
10445,DevOps Engineer,Base-2 Solutions,,"Develop system architecture and system design documentation.
Guide system development and implementation planning through assessment or preparation of system…","Washington, DC",3
10446,Project Manager,TestPros,,"Demonstrated experience and capacity for a team of senior level specialists in performing planning, requirements analysis, testing functions, feasibility…","Rockville, MD 20852",5
10447,Data Analyst,Base-2 Solutions,,"Requires guidance and direction from more senior level technicians, specialists, and managers only when dealing with new, uncertain situations.","Annapolis Junction, MD+1 location",6
10448,Cloud Network Engineer,1901 Group,,"Specific vision abilities required by this job include use of computer monitor screens up to 80% of time.
Working in an Agile process to plan your work into two…","Reston, VA 20190 (Sunset Hills area)",1
10449,Business Specialist VII,KBR,,"Ability to communicate effectively with technical and senior leaders.
Perform various analyses of financial reports and data from Government accounting systems.","Washington, DC",3
10450,Junior Financial Analyst - FinCEN Mission Support,PAE,,"Ability to quickly use new computer systems.
Highly computer literate and have facility in utilizing databases to search for information and record…","Vienna, VA",3
10451,Data Warehousing / ETL Senior Consultant,Deloitte,,"Must have experience moving data between systems.
Developing inbound and outbound interfaces between the Employee Cloud and the various source systems we are…","Rosslyn, VA 22209 (Radnor-Ft Myer Heights area)+1 location",3
10452,Data Analyst,Base-2 Solutions,,"Requires guidance and direction from more senior level technicians, specialists, and managers only when dealing with new, uncertain situations.","Annapolis Junction, MD+1 location",4
10453,Cloud Network Engineer,1901 Group,,"Reporting to a senior program owner.
Specific vision abilities required by this job include use of computer monitor screens up to 80% of time.","Reston, VA 20190 (Sunset Hills area)",4
10454,Business Specialist VII,KBR,,"Ability to communicate effectively with technical and senior leaders.
Perform various analyses of financial reports and data from Government accounting systems.","Washington, DC",6
10455,Junior Financial Analyst - FinCEN Mission Support,PAE,,"Ability to quickly use new computer systems.
Highly computer literate and have facility in utilizing databases to search for information and record…","Vienna, VA",3
10456,Data Warehousing / ETL Senior Consultant,Deloitte,,"Must have experience moving data between systems.
Our centers house a multitude of specialists, ranging from systems designers, architects and integrators, to…","Rosslyn, VA 22209 (Radnor-Ft Myer Heights area)+1 location",4
10457,Electro Optical (EO) Systems Engineer,"Apogee Integration, LLC",,"Lead readiness & release planning events in support of system acquisition milestones.
Support integration of new systems and initiatives to enhance GEOINT…","Chantilly, VA 20151",2
10458,Cyber Systems Engineer - TS/SCI Clearance - ECND085,Joint Enterprise Technologies,,"Recommend system-level solutions to resolve security requirements.
Can perform tasks of senior level technicians, specialists, and or managers due to the size…","Landover, MD 20784",5
10459,Technical Writer / Graphics Associate,Noblis,,"The preparation, review, revision, and maintenance of technical documents including software and systems engineering, system operations, testing, and user…","Reston, VA 20191 (Hattontown area)",1
10460,Infoblox Engineer,Base-2 Solutions,,"Develop system architecture and system design documentation.
Guide system development and implementation planning through assessment or preparation of system…","Sterling, VA+1 location",7
10461,"Senior Manager, Transformational Leader - Tax, Ignition",KPMG,,"Work with KPMGs extensive network of specialists & enjoy access to our Ignition Centers, where deep industry knowledge merges with cutting-edge technologies to…","McLean, VA 22102",2
10462,Sr. Backend Engineer,Holistic Industries,,"Long periods of prolonged use of office equipment including computers and phones.
Drive development of new systems to improve efficiency, automation, and…","Washington, DC•Remote",4
10463,Principal Systems Engineer - Federal Civilian Presales (Dept...,"World Wide Technology Holding, LLC",,"Serve as the senior technical liaison to all supported clients selling complex product and services offered by WWT.
Why should you join the Public Sector team?","Reston, VA 20190",1
10464,"Network Engineer, Level 5",WOOD Consulting Services,,"Conducting trade studies, to determine possible system (hardware, software, architecture) improvements.
Seeking development-focused Senior Network Engineer to…","Arlington, VA",4
10465,Systems Engineer,BAE Systems,,"Our pride and dedication shows in everything we do—from intelligence analysis, cyber operations and IT expertise to systems development, systems integration,…","Sterling, VA 20166",2
10466,Cyber Security Analyst SME,Peraton,,"In this capacity, the candidate will be responsible for analyzing network/system topologies from a cyber security and network/system engineering perspective.","McLean, VA",7
10467,VA-Springfield-Strategic Business Management (EM18),"RTI Consulting, LLC.",,"Demonstrated specialized experience with developing and working with systems roadmaps and project plans.
Providing consulting support to senior management in…","Springfield, VA",1
10468,Oracle DBA / Solaris System Administration (ORA-DBA-02.06082...,Capital Solutions Group,,"Experience with a variety of computer information systems.
Knowledge of IT security best practices.
Ability to work with data architects and other IT specialist…","Fort Meade, MD 20755",2
10469,Systems Engineer Technical Specialist (Sys Eng/Integrator),Peraton,,"Using a holistic approach, designs, develops, evaluates and modifies end-to-end systems and systems-oriented products through their entire life cycle.","Chantilly, VA",3
10470,Mid Level System Engineer,JASINT,,"Bachelor’s degree or advanced degree in computer science, information systems, engineering, or other related discipline plus at least 6 years of systems…","Annapolis Junction, MD 20701",4
10471,Infoblox Systems Engineer - IP Address Management,Blackspoke,,"The particular program we are working under provides the Engineering Division of this agency’s CIO’s office with overall system design, architecture,…","Sterling, VA",5
10472,Technical Specialist IV,KBR,,"Ability to communicate effectively with technical and senior leaders.
Must currently have and/or be capable of obtaining a security clearance.","Washington, DC",5
10473,Software Development Engineer AWS KMS,"Amazon Dev Center U.S., Inc.",,"Knowledge of Linux systems and operating system internals.
Along with senior leaders, principal engineers, and security specialists you will discover and solve…","Arlington, VA",1
